user_id,decision_id,timestamp,task_difficulty,risk_level,reward_value,time_pressure,decision_time,chosen_option,is_correct
U02,7,2026-01-26 23:30:14.343836,0.44,0.24,0.09,0.18,2.43,C,1
U02,8,2026-01-26 23:31:14.343836,0.44,0.73,0.05,0.57,2.0,B,1
U02,9,2026-01-26 23:32:14.343836,0.01,0.12,0.05,0.04,1.89,B,1
U02,10,2026-01-26 23:33:14.343836,0.76,0.81,0.35,0.46,2.88,B,0
U02,11,2026-01-26 23:34:14.343836,0.62,0.64,0.05,0.37,2.44,A,0
U02,12,2026-01-26 23:35:14.343836,0.68,0.62,0.94,0.94,2.64,C,0
U02,13,2026-01-26 23:36:14.343836,0.8,0.68,0.57,0.13,3.35,A,0
U02,14,2026-01-26 23:37:14.343836,0.96,0.91,0.2,0.07,3.75,B,1
U02,15,2026-01-26 23:38:14.343836,0.04,0.62,0.34,0.66,1.46,C,1
U02,16,2026-01-26 23:39:14.343836,0.28,0.12,0.7,0.63,0.97,A,0
U02,17,2026-01-26 23:40:14.343836,0.8,0.28,0.18,0.75,1.51,C,0
U02,18,2026-01-26 23:41:14.343836,0.93,0.86,0.43,0.75,1.99,A,0
U02,19,2026-01-26 23:42:14.343836,0.38,0.53,0.5,0.39,1.68,A,1
U02,20,2026-01-26 23:43:14.343836,0.91,0.09,0.32,0.95,2.01,C,0
U02,21,2026-01-26 23:44:14.343836,0.49,0.08,0.09,0.6,1.25,A,0
U02,22,2026-01-26 23:45:14.343836,0.11,0.93,0.97,1.0,0.59,C,1
U02,23,2026-01-26 23:46:14.343836,0.89,0.35,0.12,0.14,3.55,C,1
U02,24,2026-01-26 23:47:14.343836,0.43,0.22,0.4,0.89,1.8,A,1
U02,25,2026-01-26 23:48:14.343836,0.08,0.99,0.37,0.37,1.07,B,0
U02,26,2026-01-26 23:49:14.343836,0.71,0.25,0.33,0.43,2.42,B,1
U02,27,2026-01-26 23:50:14.343836,0.47,0.06,0.12,0.12,3.01,B,0
U02,28,2026-01-26 23:51:14.343836,0.4,0.48,0.08,0.53,2.06,B,1
U02,29,2026-01-26 23:52:14.343836,0.01,0.97,0.04,0.89,0.52,C,1
U02,30,2026-01-26 23:53:14.343836,0.7,0.08,0.17,0.22,2.82,A,1
U02,31,2026-01-26 23:54:14.343836,0.63,0.58,0.9,0.05,2.89,B,0
U02,32,2026-01-26 23:55:14.343836,0.19,0.46,0.35,0.58,1.64,A,1
U02,33,2026-01-26 23:56:14.343836,0.26,0.45,0.03,0.28,2.54,A,1
U02,34,2026-01-26 23:57:14.343836,0.91,0.82,0.95,0.73,1.88,B,0
U02,35,2026-01-26 23:58:14.343836,0.08,0.88,0.55,0.16,2.22,C,1
U02,36,2026-01-26 23:59:14.343836,0.15,0.59,0.38,0.97,0.41,A,0
U02,37,2026-01-27 00:00:14.343836,0.06,0.04,0.13,0.01,1.94,A,1
U02,38,2026-01-27 00:01:14.343836,1.0,0.56,0.77,0.94,2.13,A,0
U02,39,2026-01-27 00:02:14.343836,0.24,0.21,0.25,0.27,1.95,B,0
U02,40,2026-01-27 00:03:14.343836,0.36,0.11,0.67,0.52,1.58,C,0
U03,1,2026-01-27 00:04:14.343836,0.82,0.97,0.09,0.79,2.64,A,0
U03,2,2026-01-27 00:05:14.343836,0.62,0.7,0.21,0.14,4.48,B,1
U03,3,2026-01-27 00:06:14.343836,0.61,0.64,0.55,0.09,3.65,C,0
U03,4,2026-01-27 00:07:14.343836,0.4,0.62,0.86,0.95,2.48,A,1
U03,5,2026-01-27 00:08:14.343836,0.49,0.26,0.46,0.98,1.11,C,0
U03,6,2026-01-27 00:09:14.343836,0.08,0.13,0.13,0.15,2.31,A,1
U03,7,2026-01-27 00:10:14.343836,0.9,0.47,0.67,0.17,3.75,A,1
U03,8,2026-01-27 00:11:14.343836,0.55,0.53,0.36,0.89,1.86,B,1
U03,9,2026-01-27 00:12:14.343836,0.69,0.04,0.8,0.63,3.2,A,0
U03,10,2026-01-27 00:13:14.343836,0.99,0.54,0.92,0.24,3.79,B,0
U03,11,2026-01-27 00:14:14.343836,0.46,0.75,0.04,0.25,3.2,C,0
U03,12,2026-01-27 00:15:14.343836,0.03,0.87,0.35,0.4,2.01,C,1
U03,13,2026-01-27 00:16:14.343836,0.38,0.02,0.32,0.21,2.55,A,0
U03,14,2026-01-27 00:17:14.343836,0.68,0.79,0.5,0.09,3.51,B,0
U03,15,2026-01-27 00:18:14.343836,0.56,0.59,0.56,0.38,3.26,C,0
U03,16,2026-01-27 00:19:14.343836,0.36,0.99,0.61,0.24,2.66,B,1
U03,17,2026-01-27 00:20:14.343836,0.37,0.49,0.85,0.09,3.34,B,1
U03,18,2026-01-27 00:21:14.343836,0.26,0.17,0.67,0.93,1.6,B,1
U03,19,2026-01-27 00:22:14.343836,0.28,0.77,0.19,0.32,2.61,C,1
U03,20,2026-01-27 00:23:14.343836,0.71,0.77,0.09,0.51,1.98,A,0
U03,21,2026-01-27 00:24:14.343836,0.53,0.05,0.34,0.13,3.69,A,1
U03,22,2026-01-27 00:25:14.343836,0.0,0.12,0.47,0.61,1.29,C,0
U03,23,2026-01-27 00:26:14.343836,0.93,0.83,0.97,0.12,4.16,C,1
U03,24,2026-01-27 00:27:14.343836,0.93,0.72,0.05,0.78,3.14,A,0
U03,25,2026-01-27 00:28:14.343836,0.2,0.16,0.16,0.81,1.72,A,1
U03,26,2026-01-27 00:29:14.343836,0.59,0.68,0.45,0.71,3.36,A,0
U03,27,2026-01-27 00:30:14.343836,0.3,0.75,0.5,0.23,2.58,C,0
U03,28,2026-01-27 00:31:14.343836,0.54,0.43,0.33,0.73,2.74,C,0
U03,29,2026-01-27 00:32:14.343836,0.88,0.5,0.74,0.57,3.71,B,1
U03,30,2026-01-27 00:33:14.343836,0.71,0.49,0.75,0.1,3.99,C,0
U03,31,2026-01-27 00:34:14.343836,0.85,0.13,0.4,0.8,2.75,B,0
U03,32,2026-01-27 00:35:14.343836,0.01,0.6,0.57,0.72,1.15,C,1
U03,33,2026-01-27 00:36:14.343836,0.96,0.34,0.23,0.42,4.03,B,0
U03,34,2026-01-27 00:37:14.343836,0.1,0.26,0.73,0.59,1.14,A,1
U03,35,2026-01-27 00:38:14.343836,0.92,0.71,0.15,0.58,2.87,A,0
U03,36,2026-01-27 00:39:14.343836,0.93,0.45,0.11,0.98,3.55,B,0
U03,37,2026-01-27 00:40:14.343836,0.84,0.33,0.31,0.23,3.12,B,0
U03,38,2026-01-27 00:41:14.343836,0.8,0.0,0.33,0.4,4.0,C,0
U03,39,2026-01-27 00:42:14.343836,0.92,0.47,0.48,0.92,2.71,B,0
U03,40,2026-01-27 00:43:14.343836,0.18,0.5,0.42,0.91,1.44,C,1
U04,1,2026-01-27 00:44:14.343836,0.22,0.21,0.52,0.98,2.22,C,0
U04,2,2026-01-27 00:45:14.343836,1.0,0.5,0.6,0.07,3.57,C,0
U04,3,2026-01-27 00:46:14.343836,0.8,0.35,0.47,0.62,3.43,A,0
U04,4,2026-01-27 00:47:14.343836,0.78,0.45,0.52,0.44,3.06,B,0
U04,5,2026-01-27 00:48:14.343836,0.77,0.1,0.33,0.08,3.42,B,0
U04,6,2026-01-27 00:49:14.343836,0.41,0.03,0.16,0.72,2.44,A,0
U04,7,2026-01-27 00:50:14.343836,0.55,0.25,0.2,0.51,1.99,C,0
U04,8,2026-01-27 00:51:14.343836,0.65,0.24,0.1,0.24,3.68,B,0
U04,9,2026-01-27 00:52:14.343836,0.83,0.4,0.67,0.2,3.92,C,1
U04,10,2026-01-27 00:53:14.343836,0.74,0.85,0.12,0.88,2.37,B,0
U04,11,2026-01-27 00:54:14.343836,0.89,0.82,0.34,0.26,4.26,A,0
U04,12,2026-01-27 00:55:14.343836,0.35,0.77,0.36,0.86,1.03,B,1
U04,13,2026-01-27 00:56:14.343836,0.76,0.14,0.87,0.49,3.17,C,0
U04,14,2026-01-27 00:57:14.343836,0.51,0.74,0.7,0.4,2.81,B,1
U04,15,2026-01-27 00:58:14.343836,0.83,0.98,0.53,0.17,3.09,A,0
U04,16,2026-01-27 00:59:14.343836,0.5,0.72,0.11,0.14,3.34,C,1
U04,17,2026-01-27 01:00:14.343836,0.87,0.6,0.6,0.67,2.35,B,0
U04,18,2026-01-27 01:01:14.343836,0.17,0.74,0.08,0.6,1.25,A,1
U04,19,2026-01-27 01:02:14.343836,0.84,0.44,0.92,0.72,3.14,B,0
U04,20,2026-01-27 01:03:14.343836,0.14,0.48,0.27,0.54,1.85,C,1
U04,21,2026-01-27 01:04:14.343836,0.85,0.96,0.15,0.62,2.24,A,0
U04,22,2026-01-27 01:05:14.343836,0.5,0.69,0.43,0.25,2.81,A,0
U04,23,2026-01-27 01:06:14.343836,0.0,0.97,0.01,0.1,2.58,A,0
U04,24,2026-01-27 01:07:14.343836,0.95,0.45,0.19,0.54,3.18,C,0
U04,25,2026-01-27 01:08:14.343836,0.81,0.66,0.69,0.85,2.64,B,1
U04,26,2026-01-27 01:09:14.343836,0.05,0.67,0.04,0.59,0.89,B,0
U04,27,2026-01-27 01:10:14.343836,0.57,0.92,0.03,0.7,2.6,C,0
U04,28,2026-01-27 01:11:14.343836,0.8,0.75,0.05,0.46,3.16,C,0
U04,29,2026-01-27 01:12:14.343836,0.04,0.6,0.23,0.12,2.31,C,1
U04,30,2026-01-27 01:13:14.343836,0.4,0.57,0.8,0.54,2.14,A,0
U04,31,2026-01-27 01:14:14.343836,0.63,0.89,0.62,0.23,3.52,C,0
U04,32,2026-01-27 01:15:14.343836,0.01,0.05,0.09,0.04,2.31,C,1
U04,33,2026-01-27 01:16:14.343836,0.4,0.09,0.34,0.52,1.6,B,0
U04,34,2026-01-27 01:17:14.343836,0.23,0.04,0.02,0.99,1.2,A,1
U04,35,2026-01-27 01:18:14.343836,0.39,0.12,0.96,0.8,2.14,C,0
U04,36,2026-01-27 01:19:14.343836,0.94,0.47,0.61,0.17,3.36,C,0
U04,37,2026-01-27 01:20:14.343836,0.4,0.84,0.23,0.83,1.72,B,0
U04,38,2026-01-27 01:21:14.343836,0.8,0.63,0.22,0.52,3.12,A,0
U04,39,2026-01-27 01:22:14.343836,0.17,0.4,0.76,0.7,1.77,A,1
U04,40,2026-01-27 01:23:14.343836,0.54,0.59,0.58,0.09,3.12,C,0
U05,1,2026-01-27 01:24:14.343836,0.48,0.04,0.85,0.04,3.42,B,0
U05,2,2026-01-27 01:25:14.343836,0.41,0.37,0.26,0.72,1.97,B,1
U05,3,2026-01-27 01:26:14.343836,0.96,0.11,0.89,0.99,3.12,B,0
U05,4,2026-01-27 01:27:14.343836,0.54,0.86,0.73,0.52,2.64,A,0
U05,5,2026-01-27 01:28:14.343836,0.16,0.16,0.33,0.24,1.9,A,0
U05,6,2026-01-27 01:29:14.343836,0.87,0.03,0.83,0.13,4.11,B,1
U05,7,2026-01-27 01:30:14.343836,0.91,0.0,0.56,0.76,2.69,C,1
U05,8,2026-01-27 01:31:14.343836,0.98,0.63,0.26,0.63,3.08,C,0
U05,9,2026-01-27 01:32:14.343836,0.13,0.28,0.02,0.43,1.79,A,1
U05,10,2026-01-27 01:33:14.343836,0.1,0.94,0.69,0.07,2.87,A,1
U05,11,2026-01-27 01:34:14.343836,0.77,0.71,0.47,0.06,4.58,C,0
U05,12,2026-01-27 01:35:14.343836,0.07,0.82,0.37,0.82,0.93,C,1
U05,13,2026-01-27 01:36:14.343836,0.45,0.27,1.0,0.43,2.08,A,0
U05,14,2026-01-27 01:37:14.343836,0.3,0.84,0.77,0.23,2.5,C,1
U05,15,2026-01-27 01:38:14.343836,0.95,0.15,0.43,0.94,3.54,A,0
U05,16,2026-01-27 01:39:14.343836,0.44,0.31,0.32,0.72,1.69,C,0
U05,17,2026-01-27 01:40:14.343836,0.03,0.65,0.37,0.86,1.29,A,1
U05,18,2026-01-27 01:41:14.343836,0.09,0.15,0.45,0.53,1.69,A,1
U05,19,2026-01-27 01:42:14.343836,0.13,0.03,0.92,0.62,1.62,A,1
U05,20,2026-01-27 01:43:14.343836,0.61,0.25,0.56,0.23,3.77,B,1
U05,21,2026-01-27 01:44:14.343836,0.58,0.27,0.8,0.31,2.91,B,1
U05,22,2026-01-27 01:45:14.343836,0.48,0.6,0.29,0.69,2.23,B,0
U05,23,2026-01-27 01:46:14.343836,0.91,0.72,0.75,0.15,3.98,B,1
U05,24,2026-01-27 01:47:14.343836,0.62,0.7,0.56,0.01,3.18,B,1
U05,25,2026-01-27 01:48:14.343836,0.53,0.88,0.08,0.82,1.6,B,0
U05,26,2026-01-27 01:49:14.343836,0.69,0.8,0.2,0.17,3.0,C,1
U05,27,2026-01-27 01:50:14.343836,0.12,0.9,0.59,0.62,1.03,B,0
U05,28,2026-01-27 01:51:14.343836,0.63,0.78,0.61,0.48,3.19,B,0
U05,29,2026-01-27 01:52:14.343836,0.82,0.45,0.64,0.53,3.02,C,1
U05,30,2026-01-27 01:53:14.343836,0.65,0.48,0.62,0.33,3.21,A,0
U05,31,2026-01-27 01:54:14.343836,0.18,0.79,0.66,0.5,2.63,A,1
U05,32,2026-01-27 01:55:14.343836,0.49,0.08,0.4,0.22,3.15,C,1
U05,33,2026-01-27 01:56:14.343836,0.26,0.46,0.87,0.73,1.55,B,1
U05,34,2026-01-27 01:57:14.343836,0.99,0.04,0.87,0.58,4.06,A,0
U05,35,2026-01-27 01:58:14.343836,0.4,0.61,0.6,0.79,1.57,B,1
U05,36,2026-01-27 01:59:14.343836,0.63,0.73,0.13,0.72,1.96,C,0
U05,37,2026-01-27 02:00:14.343836,0.63,0.37,0.51,0.41,2.92,A,1
U05,38,2026-01-27 02:01:14.343836,0.45,0.51,0.36,0.59,2.03,C,1
U05,39,2026-01-27 02:02:14.343836,0.31,0.4,0.86,0.01,3.62,C,1
U05,40,2026-01-27 02:03:14.343836,0.45,0.24,0.07,0.17,3.59,B,1
U06,1,2026-01-27 02:04:14.343836,0.15,0.45,0.59,0.95,2.08,C,1
U06,2,2026-01-27 02:05:14.343836,0.74,0.66,0.47,0.84,3.19,C,0
U06,3,2026-01-27 02:06:14.343836,0.87,0.21,0.11,0.27,4.86,A,0
U06,4,2026-01-27 02:07:14.343836,0.64,0.22,0.18,0.09,4.38,C,1
U06,5,2026-01-27 02:08:14.343836,0.04,0.15,0.99,0.97,2.51,C,1
U06,6,2026-01-27 02:09:14.343836,0.52,0.34,0.53,0.13,4.5,B,1
U06,7,2026-01-27 02:10:14.343836,0.2,0.67,0.97,0.09,3.52,B,0
U06,8,2026-01-27 02:11:14.343836,0.26,0.66,0.98,0.37,4.22,B,1
U06,9,2026-01-27 02:12:14.343836,0.62,0.87,0.57,0.03,4.78,C,0
U06,10,2026-01-27 02:13:14.343836,0.94,0.83,0.67,0.58,4.7,B,0
U06,11,2026-01-27 02:14:14.343836,1.0,0.05,0.98,0.41,5.03,A,0
U06,12,2026-01-27 02:15:14.343836,0.11,0.65,0.77,0.93,2.51,B,1
U06,13,2026-01-27 02:16:14.343836,0.76,0.8,0.44,0.82,3.85,C,1
U06,14,2026-01-27 02:17:14.343836,0.63,0.61,0.56,0.38,3.79,A,0
U06,15,2026-01-27 02:18:14.343836,0.24,0.37,0.23,0.07,4.53,B,0
U06,16,2026-01-27 02:19:14.343836,0.5,0.54,0.95,0.85,3.64,A,0
U06,17,2026-01-27 02:20:14.343836,0.34,0.38,0.4,0.58,4.25,B,0
U06,18,2026-01-27 02:21:14.343836,0.75,0.72,0.52,0.82,4.06,C,0
U06,19,2026-01-27 02:22:14.343836,0.07,0.95,0.65,0.38,3.04,B,1
U06,20,2026-01-27 02:23:14.343836,0.49,0.26,0.28,0.31,3.46,C,0
U06,21,2026-01-27 02:24:14.343836,0.58,0.09,0.72,0.4,3.65,C,0
U06,22,2026-01-27 02:25:14.343836,0.53,0.71,0.11,0.57,3.73,B,1
U06,23,2026-01-27 02:26:14.343836,0.81,0.55,0.04,0.63,4.22,B,0
U06,24,2026-01-27 02:27:14.343836,0.59,0.79,0.65,0.17,4.65,B,0
U06,25,2026-01-27 02:28:14.343836,0.9,0.35,0.24,0.78,4.46,B,0
U06,26,2026-01-27 02:29:14.343836,0.81,0.77,0.15,0.42,4.27,A,1
U06,27,2026-01-27 02:30:14.343836,0.74,0.86,0.22,0.1,4.86,C,0
U06,28,2026-01-27 02:31:14.343836,0.23,0.39,0.59,0.5,3.17,C,0
U06,29,2026-01-27 02:32:14.343836,0.6,0.68,0.44,0.45,4.45,B,0
U06,30,2026-01-27 02:33:14.343836,0.58,0.27,0.08,0.09,4.33,C,0
U06,31,2026-01-27 02:34:14.343836,0.4,0.37,0.34,0.62,3.88,C,0
U06,32,2026-01-27 02:35:14.343836,0.64,0.27,0.59,0.68,3.68,B,1
U06,33,2026-01-27 02:36:14.343836,0.33,0.67,0.99,0.66,3.85,B,1
U06,34,2026-01-27 02:37:14.343836,0.56,0.96,0.18,0.69,3.77,B,1
U06,35,2026-01-27 02:38:14.343836,0.1,0.45,0.76,0.35,3.62,A,0
U06,36,2026-01-27 02:39:14.343836,0.12,0.97,0.02,0.74,2.89,A,0
U06,37,2026-01-27 02:40:14.343836,0.84,0.52,0.62,0.09,4.85,B,0
U06,38,2026-01-27 02:41:14.343836,0.16,0.06,0.12,0.23,3.63,A,1
U06,39,2026-01-27 02:42:14.343836,0.09,0.94,0.55,0.31,2.78,C,0
U06,40,2026-01-27 02:43:14.343836,0.16,0.79,0.57,0.57,2.12,C,1
U07,1,2026-01-27 02:44:14.343836,0.54,0.63,0.67,0.53,2.69,B,1
U07,2,2026-01-27 02:45:14.343836,0.08,0.4,0.17,0.69,1.98,B,1
U07,3,2026-01-27 02:46:14.343836,0.64,0.82,0.13,0.86,2.67,B,0
U07,4,2026-01-27 02:47:14.343836,0.83,0.32,0.95,0.83,3.44,B,0
U07,5,2026-01-27 02:48:14.343836,0.07,0.03,0.14,0.96,1.59,A,1
U07,6,2026-01-27 02:49:14.343836,0.94,0.88,0.28,0.85,3.31,C,1
U07,7,2026-01-27 02:50:14.343836,0.62,0.65,0.15,0.06,3.75,C,1
U07,8,2026-01-27 02:51:14.343836,0.75,0.62,0.3,0.43,4.15,A,1
U07,9,2026-01-27 02:52:14.343836,0.12,0.3,0.1,0.69,1.9,A,0
U07,10,2026-01-27 02:53:14.343836,0.23,0.22,0.17,0.66,1.88,B,0
U07,11,2026-01-27 02:54:14.343836,0.13,0.89,0.45,0.19,2.19,A,0
U07,12,2026-01-27 02:55:14.343836,0.39,0.96,0.25,0.13,2.54,B,0
U07,13,2026-01-27 02:56:14.343836,0.26,0.76,0.14,0.54,2.01,C,0
U07,14,2026-01-27 02:57:14.343836,0.5,0.27,0.15,0.13,3.49,B,0
U07,15,2026-01-27 02:58:14.343836,0.48,0.38,0.39,0.46,3.07,A,0
U07,16,2026-01-27 02:59:14.343836,0.66,0.94,0.81,0.08,3.98,B,1
U07,17,2026-01-27 03:00:14.343836,0.04,0.9,0.46,0.64,2.11,C,0
U07,18,2026-01-27 03:01:14.343836,0.89,0.45,0.88,0.11,4.43,C,0
U07,19,2026-01-27 03:02:14.343836,0.68,0.04,0.08,0.72,2.66,C,1
U07,20,2026-01-27 03:03:14.343836,0.97,0.94,0.78,0.35,4.62,A,0
U07,21,2026-01-27 03:04:14.343836,0.66,0.76,0.27,0.02,4.38,B,0
U07,22,2026-01-27 03:05:14.343836,0.67,0.01,0.26,0.26,3.33,A,1
U07,23,2026-01-27 03:06:14.343836,0.53,0.04,0.97,0.8,3.14,B,0
U07,24,2026-01-27 03:07:14.343836,0.13,0.34,0.93,0.22,3.33,C,1
U07,25,2026-01-27 03:08:14.343836,0.55,0.39,0.16,0.27,3.47,A,0
U07,26,2026-01-27 03:09:14.343836,0.65,0.29,0.82,0.86,2.9,A,0
U07,27,2026-01-27 03:10:14.343836,0.54,0.64,0.22,0.98,2.46,C,1
U07,28,2026-01-27 03:11:14.343836,0.32,0.75,0.27,0.54,3.16,B,0
U07,29,2026-01-27 03:12:14.343836,0.13,0.73,0.82,0.21,3.13,C,0
U07,30,2026-01-27 03:13:14.343836,0.76,0.74,0.61,0.11,4.06,B,1
U07,31,2026-01-27 03:14:14.343836,0.87,0.64,0.76,0.16,4.1,A,1
U07,32,2026-01-27 03:15:14.343836,0.88,0.28,0.19,0.88,3.13,A,0
U07,33,2026-01-27 03:16:14.343836,0.56,0.73,0.62,0.19,4.0,B,0
U07,34,2026-01-27 03:17:14.343836,0.85,0.84,0.83,0.01,4.13,A,0
U07,35,2026-01-27 03:18:14.343836,0.37,0.33,0.15,0.31,2.64,B,0
U07,36,2026-01-27 03:19:14.343836,0.59,0.39,0.41,0.7,2.0,B,1
U07,37,2026-01-27 03:20:14.343836,0.17,0.18,0.39,0.4,2.43,A,0
U07,38,2026-01-27 03:21:14.343836,0.58,0.56,0.56,0.6,3.38,B,0
U07,39,2026-01-27 03:22:14.343836,0.6,0.02,0.32,0.64,3.12,B,0
U07,40,2026-01-27 03:23:14.343836,0.71,0.79,0.52,0.44,3.12,C,1
U08,1,2026-01-27 03:24:14.343836,0.24,0.37,0.06,0.8,3.29,A,1
U08,2,2026-01-27 03:25:14.343836,0.42,0.64,0.79,0.12,4.72,B,1
U08,3,2026-01-27 03:26:14.343836,0.75,0.74,0.95,0.2,5.04,C,1
U08,4,2026-01-27 03:27:14.343836,0.02,0.83,0.27,0.52,3.0,A,1
U08,5,2026-01-27 03:28:14.343836,0.06,0.85,0.23,0.38,2.69,A,1
U08,6,2026-01-27 03:29:14.343836,0.71,0.63,0.05,0.9,2.64,A,0
U08,7,2026-01-27 03:30:14.343836,0.01,0.06,0.23,0.13,3.81,A,1
U08,8,2026-01-27 03:31:14.343836,0.07,0.06,0.28,0.26,3.38,B,1
U08,9,2026-01-27 03:32:14.343836,0.25,0.27,0.76,0.45,3.32,B,1
U08,10,2026-01-27 03:33:14.343836,0.56,0.35,0.32,0.77,3.67,C,1
U08,11,2026-01-27 03:34:14.343836,0.02,0.66,0.96,0.56,2.28,B,0
U08,12,2026-01-27 03:35:14.343836,0.98,0.14,0.73,0.19,5.17,C,0
U08,13,2026-01-27 03:36:14.343836,0.97,0.61,0.35,0.11,5.31,C,0
U08,14,2026-01-27 03:37:14.343836,0.68,0.55,0.98,0.23,4.52,C,0
U08,15,2026-01-27 03:38:14.343836,0.07,0.71,0.54,0.08,3.29,B,1
U08,16,2026-01-27 03:39:14.343836,0.66,0.22,0.1,0.86,2.57,C,0
U08,17,2026-01-27 03:40:14.343836,0.55,0.06,0.51,0.81,3.33,C,0
U08,18,2026-01-27 03:41:14.343836,0.87,0.54,0.76,0.75,4.3,A,1
U08,19,2026-01-27 03:42:14.343836,0.66,0.16,0.26,0.95,4.24,B,0
U08,20,2026-01-27 03:43:14.343836,0.07,0.46,0.91,0.54,3.18,B,1
U08,21,2026-01-27 03:44:14.343836,0.37,0.45,0.4,0.09,3.77,A,1
U08,22,2026-01-27 03:45:14.343836,0.58,0.63,0.8,0.4,4.16,B,0
U08,23,2026-01-27 03:46:14.343836,0.16,0.7,0.79,0.32,3.41,A,1
U08,24,2026-01-27 03:47:14.343836,0.73,0.82,0.31,0.8,3.81,C,0
U08,25,2026-01-27 03:48:14.343836,0.88,0.8,0.51,0.97,4.13,A,0
U08,26,2026-01-27 03:49:14.343836,0.32,1.0,0.98,0.66,3.35,A,1
U08,27,2026-01-27 03:50:14.343836,0.56,0.53,0.72,0.89,3.57,A,1
U08,28,2026-01-27 03:51:14.343836,0.3,0.92,0.11,0.76,3.02,B,0
